Phecode 	 Gwas Source 	 Gwas ID 	 Description	 GWAS URL  	.Method 	 Tuning Parameter 	 # SNPS  	 P-Value 	 OR  	 OR_CI  	 Psuedo-R2 	 Brier Score 	 AUC Estimate 	 AUC 95% CI 	 Hosmer-Lemeshow P  	  Hosmer-Lemeshow Chi-square 	 Odds Ratio Estimate 	 Odds Ratio ORCI1  	 Odds Ratio ORCI2 	 PRSweb 	 Nominal Significance 	 WARNING_REVERSED_EFFECT 	 Prswebprefix 	 Reference URl  
174.1	Michailidou K et al. 2018	iCOGS_ER_positive_BRCA	Breast cancer [female]; ER positive	http://bcac.ccge.medschl.cam.ac.uk/bcacdata/oncoarray/oncoarray-and-combined-summary-result/gwas-summary-results-breast-cancer-risk-2017	PRS-CS		1116495	3.3e-205	1.513	1.474,  1.554	0.0303	0.0816	0.614	0.606,  0.621	0.288	9.68	2.98	2.52	3.52	TRUE	TRUE	FALSE	PRSWEB_PHECODE174.1_iCOGS-ER-positive-BRCA_PRS-CS_UKB_20200608	https://www.ncbi.nlm.nih.gov/pubmed/?term=29059683
174.1	Michailidou K et al. 2018	iCOGS_ER_positive_BRCA	Breast cancer [female]; ER positive	http://bcac.ccge.medschl.cam.ac.uk/bcacdata/oncoarray/oncoarray-and-combined-summary-result/gwas-summary-results-breast-cancer-risk-2017	P&T	P<=3.98e-06	174	3.6e-169	1.441	1.404,  1.479	0.0245	0.0818	0.603	0.596,  0.611	0.0458	15.8	2.92	2.47	3.46	TRUE	TRUE	FALSE	PRSWEB_PHECODE174.1_iCOGS-ER-positive-BRCA_PT_UKB_20200608	https://www.ncbi.nlm.nih.gov/pubmed/?term=29059683
174.1	Michailidou K et al. 2018	iCOGS_ER_positive_BRCA	Breast cancer [female]; ER positive	http://bcac.ccge.medschl.cam.ac.uk/bcacdata/oncoarray/oncoarray-and-combined-summary-result/gwas-summary-results-breast-cancer-risk-2017	Lassosum	s=0.5;Lambda=0.01129	12277	1.3e-194	1.49	1.451,  1.529	0.0285	0.0816	0.609	0.602,  0.617	0.437	7.97	3	2.54	3.54	TRUE	TRUE	FALSE	PRSWEB_PHECODE174.1_iCOGS-ER-positive-BRCA_LASSOSUM_UKB_20200608	https://www.ncbi.nlm.nih.gov/pubmed/?term=29059683
174.1	Michailidou K et al. 2018	iCOGS_Overall_BRCA	Breast cancer [female], Overall	http://bcac.ccge.medschl.cam.ac.uk/bcacdata/oncoarray/oncoarray-and-combined-summary-result/gwas-summary-results-breast-cancer-risk-2017	P_5e-09	P<=5e-09	77	2e-168	1.439	1.402,  1.477	0.0244	0.0818	0.603	0.596,  0.611	0.538	6.99	2.58	2.16	3.08	FALSE	TRUE	FALSE	PRSWEB_PHECODE174.1_iCOGS-Overall-BRCA_P_5e-09_UKB_20200608	https://www.ncbi.nlm.nih.gov/pubmed/?term=29059683
174.1	Michailidou K et al. 2018	iCOGS_Overall_BRCA	Breast cancer [female], Overall	http://bcac.ccge.medschl.cam.ac.uk/bcacdata/oncoarray/oncoarray-and-combined-summary-result/gwas-summary-results-breast-cancer-risk-2017	P_5e-08	P<=5e-08	110	3.8e-170	1.443	1.406,  1.481	0.0246	0.0818	0.604	0.597,  0.612	0.293	9.62	2.5	2.09	2.99	TRUE	TRUE	FALSE	PRSWEB_PHECODE174.1_iCOGS-Overall-BRCA_P_5e-08_UKB_20200608	https://www.ncbi.nlm.nih.gov/pubmed/?term=29059683
174.1	Michailidou K et al. 2018	iCOGS_Overall_BRCA	Breast cancer [female], Overall	http://bcac.ccge.medschl.cam.ac.uk/bcacdata/oncoarray/oncoarray-and-combined-summary-result/gwas-summary-results-breast-cancer-risk-2017	P_5e-07	P<=5e-07	154	6.6e-176	1.452	1.415,  1.49	0.0255	0.0818	0.606	0.598,  0.613	0.328	9.17	2.65	2.22	3.15	FALSE	TRUE	FALSE	PRSWEB_PHECODE174.1_iCOGS-Overall-BRCA_P_5e-07_UKB_20200608	https://www.ncbi.nlm.nih.gov/pubmed/?term=29059683
174.1	Michailidou K et al. 2018	iCOGS_Overall_BRCA	Breast cancer [female], Overall	http://bcac.ccge.medschl.cam.ac.uk/bcacdata/oncoarray/oncoarray-and-combined-summary-result/gwas-summary-results-breast-cancer-risk-2017	P_5e-06	P<=5e-06	246	4.1e-175	1.454	1.417,  1.492	0.0255	0.0817	0.605	0.598,  0.613	0.39	8.46	2.87	2.43	3.4	FALSE	TRUE	FALSE	PRSWEB_PHECODE174.1_iCOGS-Overall-BRCA_P_5e-06_UKB_20200608	https://www.ncbi.nlm.nih.gov/pubmed/?term=29059683
174.1	Michailidou K et al. 2018	iCOGS_Overall_BRCA	Breast cancer [female], Overall	http://bcac.ccge.medschl.cam.ac.uk/bcacdata/oncoarray/oncoarray-and-combined-summary-result/gwas-summary-results-breast-cancer-risk-2017	P_5e-05	P<=5e-05	534	3e-162	1.437	1.4,  1.475	0.0237	0.0818	0.601	0.594,  0.609	0.916	3.27	2.86	2.41	3.39	FALSE	TRUE	FALSE	PRSWEB_PHECODE174.1_iCOGS-Overall-BRCA_P_5e-05_UKB_20200608	https://www.ncbi.nlm.nih.gov/pubmed/?term=29059683
174.1	Michailidou K et al. 2018	iCOGS_Overall_BRCA	Breast cancer [female], Overall	http://bcac.ccge.medschl.cam.ac.uk/bcacdata/oncoarray/oncoarray-and-combined-summary-result/gwas-summary-results-breast-cancer-risk-2017	PRS-CS		1116546	5.8e-243	1.571	1.53,  1.614	0.036	0.0813	0.623	0.616,  0.63	0.754	5.03	3.54	3.02	4.14	TRUE	TRUE	FALSE	PRSWEB_PHECODE174.1_iCOGS-Overall-BRCA_PRS-CS_UKB_20200608	https://www.ncbi.nlm.nih.gov/pubmed/?term=29059683
174.1	Michailidou K et al. 2018	iCOGS_Overall_BRCA	Breast cancer [female], Overall	http://bcac.ccge.medschl.cam.ac.uk/bcacdata/oncoarray/oncoarray-and-combined-summary-result/gwas-summary-results-breast-cancer-risk-2017	P&T	P<=1e-08	85	9.6e-173	1.448	1.411,  1.486	0.025	0.0818	0.605	0.597,  0.612	0.194	11.1	2.78	2.34	3.3	TRUE	TRUE	FALSE	PRSWEB_PHECODE174.1_iCOGS-Overall-BRCA_PT_UKB_20200608	https://www.ncbi.nlm.nih.gov/pubmed/?term=29059683
174.1	Michailidou K et al. 2018	iCOGS_Overall_BRCA	Breast cancer [female], Overall	http://bcac.ccge.medschl.cam.ac.uk/bcacdata/oncoarray/oncoarray-and-combined-summary-result/gwas-summary-results-breast-cancer-risk-2017	Lassosum	s=0.5;Lambda=0.006952	7118	4.8e-220	1.528	1.489,  1.569	0.0322	0.0814	0.616	0.609,  0.623	0.973	2.23	3.55	3.04	4.16	TRUE	TRUE	FALSE	PRSWEB_PHECODE174.1_iCOGS-Overall-BRCA_LASSOSUM_UKB_20200608	https://www.ncbi.nlm.nih.gov/pubmed/?term=29059683
